CNTRLNUM,OCCRDATE,OPCODE,TAILNUM,SERNUM,MAKE,GROUPS,PARTLOC,PARTCOND,PRECAUTION,NATURE,STAGEOP,REMARKS
96080200355,7/9/1996 0:00:00,USAA,817US,48097,DOUG,DC9,CABIN,DISCHARGED,NONE,NO TEST,INSP/MAINT,FIRST CLASS FLOOR TRACK LIGHTING INOPERATIVE.  REPLACED BATTERY PACK.  (M)
96080200356,6/21/1996 0:00:00,USAA,851US,11278,FOKKER,F28,LT MLG,FAILED,UNSCHED LANDING,INFLIGHT SEPARATION,CLIMB,"PIT - FL 1050 - ON TAKEOFF, CREW FELT SLIGHT VIBRATION.  VIBRATION INCREASED BEFORE GEAR WAS RETRACTED.  PASSENGER REPORTED SEEING A PIECE OF RUBBER GO BY THE WINDOW.  FLIGHT RETURNED TO PIT AND LANDED WITH NO FURTHER INCIDENT.  MAINTENANCE FOUND THE NR 1 TIRE HAD LOST ITS RECAP AND DAMAGED THE LEFT WING UNDERSIDE, LEFT FLAP AND THE LEFT OUTBOARD GEAR DOOR. WHEEL WAS REPLACED AND THE DAMAGE REPAIRED.  (M)"
96080200357,6/21/1996 0:00:00,USAA,480AU,11229,FOKKER,F28,CABIN,DISCHARGED,NONE,NO TEST,INSP/MAINT,CLT - THE FORWARD EMERGENCY LIGHTS STAYED ILLUMINATED WITH POWER ON.  MAINTENANCE REPLACED THE FORWARD EMERGENCY LIGHT BATTERY PACK.  (M)
96080200358,6/21/1996 0:00:00,USAA,869US,11314,FOKKER,F28,RIGHT,FAILED,UNSCHED LANDING,OVER TEMP,CLIMB,"PIT - FLT 2049 - CLIMBING THROUGH 12,000 FEET, CREW NOTICED A NOISE FROM LEFT PACK, AFTER WHICH THE OUTPUT TEMPERATURE ROSE TO 150 DEGREES.  RIGHT PACK TEMPERATURE WAS RUNNING HOT BUT COOLED WHEN ENGINE POWER WAS REDUCED ON DESCENT.  CABINBECAME VERY WARM.  FLIGHT RETURNED TO PIT AND LANDED WITH NO FURTHER INCIDENT.  MAINTENANCE REPLACED THE RIGHT PRSOV WHICH WAS CAUSING A PRESSURE IMBALANCE AND THE RIGHT AIR CONDITIONING PACK.  (M)"
96080200359,6/23/1996 0:00:00,USAA,853US,11281,FOKKER,F28,LEFT/RIGHT,FAILED,UNSCHED LANDING,SMOKE,CRUISE,"ATL - FLT 1184 - EN ROUTE MSY-BWI, FL350, CREW NOTED A GRINDING NOISE FROM BOTH PACKS.  CABIN THEN BEGAN TO FILL WITH SMOKE.  FLIGHT DIVERTED TO ATL AND LANDED WITH NO FURTHER INCIDENT.  MAINTENANCE REPLACED BOTH PACKS DUE TO TURBINE FAILURES.  (M)"
96080200361,6/24/1996 0:00:00,USAA,891US,11366,FOKKER,F28,EMER EXIT,BROKEN,NONE,OTHER,INSP/MAINT,FORWARD LEFT OVERWING EMERGENCY EXIT HANDLE WAS FOUND BROKEN.  MAINTENANCE REPLACED THE HANDLE.  (M)
96080200362,6/30/1996 0:00:00,USAA,481US,11230,FOKKER,F28,LOW PRESS VLV,LEAKING,UNSCHED LANDING,WARNING INDICATION,CLIMB,"CLT - FL 425 - AFTER TAKEOFF, THE RIGHT BAY OVERHEAT LIGHT ILLUMINATED.  THE LIGHT EXTINGUISHED WHEN THE RIGHT BLEED SYSTEM WAS SECURED.  FLIGHT RETURNED TO CLT AND LANDED WITH NO FURTHER INCIDENT.  MAINTENANCE REPLACED THE LOWER PRESSURE VALVE SEALS.  (M)"
96080200363,6/28/1996 0:00:00,USAA,891US,11366,FOKKER,F28,COCKPIT,FAILED,ABORTED APPROACH,FALSE WARNING,APPROACH,"CLT - FLT 2228 - ON APPROACH TO CLT, CREW DID NOT RECEIVE GREEN LIGHTS WITH GEAR EXTENDED.  TOWER FLY-BY WAS CONDUCTED,THEN THE ALTERNATE GEAR PROCEDURE WAS PERFORMED.  SECOND TOWER FLY-BY CONDUCTED FOLLOWED BY AN UNEVENTFUL LANDING.  MAINTENANCE REPLACED THE LANDING GEAR INDICATION LIGHTS.  (M)"
96080200364,6/28/1996 0:00:00,USAA,484US,11234,FOKKER,F28,LT MLG,FAILED,OTHER,WARNING INDICATION,APPROACH,"FLT 227 - DAY-CLT - LEFT MAIN GEAR DOWN AND LOCKED INDICATOR DID NOT ILLUMINATE ON GEAR EXTENSION.  CYCLED GEAR 5 TIMES, THEN DOWN AND LOCKED LIGHT ILLUMINATED.  REPLACED LEFT MAIN GEAR DOWNLOCK ACTUATOR.  (M)"
96080200365,7/7/1996 0:00:00,USAA,853US,11281,FOKKER,F28,CABIN,DISCHARGED,NONE,NO TEST,INSP/MAINT,PHL - EMERGENCY LIGHT OVER PASSENGER ENTRANCE DOOR INOPERATIVE.  REPLACED BATTERY PACK.  (M)
96080200366,7/8/1996 0:00:00,USAA,858US,11291,FOKKER,F28,CARGO COMPT,NOT SECURE,UNSCHED LANDING,WARNING INDICATION,CLIMB,"CLT - FLT 1278 - CLIMBING THROUGH 1000 FEET, CREW RECEIVED MID CARGO DOOR UNSAFE LIGHT.  FLIGHT RETURNED TO CLT AND LANDED WITH NO FURTHER INCIDENT.  MAINTENANCE RESEATED THE DOOR.  (M)"
96080200367,7/7/1996 0:00:00,USAA,853US,11281,FOKKER,F28,CABIN,DISCHARGED,NONE,NO TEST,INSP/MAINT,"PHL - EMERGENCY LIGHT OVER LEFT OVERWING EXIT, INOPERATIVE.  REPLACED BATTERY PACK.  (M)"
96080200368,6/14/1996 0:00:00,USAA,281AU,23114,BOEING,737,CABIN,DISCHARGED,NONE,NO TEST,INSP/MAINT,RDU - MAINTENANCE FOUND THE FORWARD ENTRY AND SERVICE DOOR EMERGENCY LIGHTS INOP.  MAINTENANCE REPLACED THE BATTERY PACK.  (M)
96080200369,6/14/1996 0:00:00,USAA,256AU,22798,BOEING,737,CABIN,DISCHARGED,NONE,NO TEST,INSP/MAINT,SYR - MAINTENANCE FOUND THE AFT SET OF AISLE EMERGENCY SEAT LIGHTS BLINKING ON AND OFF.  MAINTENANCE REPLACED THE BATTERY PACK.  (M)
96080200370,7/6/1996 0:00:00,USAA,780AU,24997,BOEING,737,NR 1 ENGINE,ILLUMINATED,UNSCHED LANDING,FALSE WARNING,CLIMB,"BDA - FL 1459 - WHILE CLIMBING OUT OF DBA AT 24,000 FEET, THE NR 1 ENGINE OVERHEAT LIGHT ILLUMINATED.  REDUCED THRUST TO IDLE, HOWEVER, LIGHT REMAINED ON.  CAPTAIN SHUT DOWN THE NR 1 ENGINE AND RETURN TO BDA.  TOTAL SINGLE ENGINE TIME WAS 16 MINUTES.  MAINTENANCE CHECKED FOR AIR LEAKS.  NO LEAKS FOUND.  PERFORMED ENGINE RUN AT HIGH POWER.  CHECKS NORMAL.  FOUND B LOOP WOULD NOT TEST ON GROUND.  ACCOMPLISHED CONTINUITY CK OF NR 1 ENGINE B LOOP FROM M279 PLUG D1002.  FOUND NORMAL.  CHECKED ALL B LOOP CONNECTORS FOR DEFECTS, NONE FOUND.  PERFORMED B LOOP OPERATIONAL CHECK, CHECKED NORMAL.  (M)"
96080200100,7/14/1996 0:00:00,USAA,230AU,21975,BOEING,737,NR 1 ENGINE,FAILED,UNSCHED LANDING,WARNING INDICATION,CLIMB,"BOS - FLT 788 - ON CLIMB-OUT AT APPROXIMATELY 10,000 FEET, THE NR 1 ENGINE OIL TEMPERATURE GAUGE WENT INTO THE YELLOW BAND.  TEMPERATURE DECREASED WITH POWER INCREASE AND INCREASED WITH POWER DECREASE.  CREW DECIDED TO RETURN TO FIELD AT BOS.  OIL TEMPERATURE WAS IN YELLOW BAND FOR APPROXIMATELY 15 MINUTES.  TEMPERATURE RETURNED TO GREEN BAND DURING DESCENTAND LANDING.  NO EMERGENCY WAS DECLARED AND THE FLIGHT LANDED SAFELY WITH NO FURTHER INCIDENT.  MAINTENANCE INSPECTED THE TEMPERATURE BULB CANNON PLUG.  CHECKED NORMAL.  THEY ALSO REMOVED AND REPLACED THE NR 1 ENGINE OIL COOLER.  LEAK CHECK GOOD.  POWER RUN GOOD.  (X)"
96080200144,6/20/1996 0:00:00,USAA,246US,22753,BOEING,737,BS 328,CORROSION,NONE,OTHER,INSP/MAINT,"INT - DURING 'Q-6' CHECK VISUAL INSPECTION, FOUND 2 INCH BY 2 INCH CORROSION FLOOR BEAM, STA 328, LBL 27.  FABRICATED TEE-CAP REPAIR, REPAIRED PER TR 53-10-13.  (X)"
96080200213,6/24/1996 0:00:00,TWAA,54333,20460,BOEING,727,NR 2 ENGINE,DIRTY,ENGINE SHUTDOWN,WARNING INDICATION,CRUISE,"JFK - DURING CRUISE SHUT DOWN NR 2 ENGINE, S/N 1541, DUE TO OIL FILTER BYPASS LIGHT ILLUMINATION.  FOUND OIL FILTER FULL OF CARBIDE CRYSTALS CHANGED OIL FILTER, DRAINED ENGINE OIL AND RESERVICED OIL TANK.  ENGINE OPERATION THEN CHECKED NORMAL.  (M)"
96080200360,6/24/1996 0:00:00,USAA,486US,11237,FOKKER,F28,LT ENGINE,BURNED,UNSCHED LANDING,PARTIAL RPM/PWR LOSS,CLIMB,"CLT - FLT 464 - AFTER TAKEOFF, THE NR 1 ENGINE WOULD NOT ADVANCE TO FULL THROTTLE AFTER REACHING 8000 FEET.  ENGINE SURGED AFTER 8000 FEET.  FLIGHT RETURNED TO CLT AND LANDED WITH NO FURTHER INCIDENT.  MAINTENANCE PERFORMED A BORESCOPE ON THE ENGINE.  SEVERAL FUEL NOZZLES WERE COKED AND ONE BURNED THROUGH.  ENGINE WAS REPLACED.  (M)"
96080800130,3/31/1996 0:00:00,TWAA,84355,21987,BOEING,727,NR 2 ENGINE,FAILED,ABORTED TAKEOFF,ENGINE CASE PENETRATION,TAKEOFF,"SLC - FLT 4355 - DURING TAKEOFF, NR 2 ENGINE, S/N 1548, SUFFERED A TURBINE FAILURE.  ENGINE TOTAL TIME:  33,348 HOURS; 21,618 CYCLES,  CHECK C-01 - 2-13-96 - JFK.  INVESTIGATION INTO TURBINE FAILURE OF NR 2 ENGINE, S/N 1548, REVEALED THAT AN LPT 4 BLADE SEPARATED AND PENETRATED THE OTHER CASE, DUCTING AND COWLING,  ENGINE S/N 1548 WAS REPAIRED AND RETURNED TO SERVICE."
96080800131,5/28/1996 0:00:00,TWAA,410EA,47731,DOUG,DC9,NR 2,FAILED,ENGINE SHUTDOWN,WARNING INDICATION,APPROACH,"STL - FLT 564 - DURING APPROACH, SHUT DOWN NR 2 ENGINE, S/N 1722, DUE TO INCREASING EGT.  ACCOMPLISHED NORMAL LANDING.FOUND TURBINE DAMAGE AND METAL PARTICLES IN TAILPIPE.  REPLACED ENGINE,  ENGINE OPERATION THEN CHECKED NORMAL.  ENGINE TOTAL TIME:  35,307 HOURS; 32,872 CYCLES.  CHECK C-12 - 3-20-96 - STL.  INVESTIGATION OF NR 2 ENGINE, S/N 1722, SHUTDOWNREVEALED ONE EACH VANE CRACKED AT INNER SHROUD AND RELEASED, PRODUCING DAMAGE TO THE HIGH PRESSURE COMPRESSOR AND TURBINE.  THE ENGINE WAS REPAIRED AND RETURNED TO SERVICE."
96080800270,7/23/1996 0:00:00,SWAA,59SW,21811,BOEING,737,BS 203,CORRODED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND COCKPIT FLOOR BEAM CORROSION AT BS 203 WL 208 RBL 12 TO 18.  REPAIRED PER BOEING SRM."
96080800271,7/23/1996 0:00:00,SWAA,59SW,21811,BOEING,737,BS 727,DENTED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND FUSELAGE FRAME DENTED AT BS 727A PLUS 16 TO 19 AT S20L.  INSTALLED DOUBLER REPAIR PER BOEING SRM."
96080800272,7/23/1996 0:00:00,SWAA,59SW,21811,BOEING,737,BS 178,CRACKED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND CRACK IN SIDE CHORD FROM WL 194 TO 195, BS 178, LEFT.  REPLACED CHORD PER BOEING SRM."
96080800273,7/23/1996 0:00:00,SWAA,59SW,21811,BOEING,737,BS 616,DAMAGE,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND FRAME WEB DAMAGED AT BS 616 RBL 170, WL 221.  INSTALLED DOUBLER REPAIR PER BOEING SRM."
96080800274,7/23/1996 0:00:00,SWAA,59SW,21811,BOEING,737,BS 328,CORRODED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND CREASE BEAM STRAP CORRODED AT BS 328 RBL 5 WL 208.  INSTALLED NEW STRAP PER BOEING SRM."
96080800275,7/23/1996 0:00:00,SWAA,59SW,21811,BOEING,737,BS 294,CORRODED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND FLOOR BEAM CORRODED AT BS 294 RBL 15, 27, 39, 44.5 AND 46.5.  REPAIRED PER BOEING SRM."
96080800276,7/23/1996 0:00:00,SWAA,59SW,21811,BOEING,737,BS 312,CORRODED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND FLOOR BEAM CORRODED AT BS 312, LBL 7 AND AT BL 0, WL 208.  REPAIRED PER BOEING SRM."
96080800277,7/23/1996 0:00:00,SWAA,59SW,21811,BOEING,737,BS 967,CORRODED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND MOP SILL FLOOR STIFFENER ANGLE BS 967 TO 987.5 RBL 46, WL 207.  REPAIRED PER BOEING SRM."
96080800278,7/23/1996 0:00:00,SWAA,59SW,21811,BOEING,737,BS 967-992.5,CORRODED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND AFT SERVICE DOOR MOP SILL FLOOR CORRODED AT BS 967 TO 992.5, RBL 49 TO 47, WL 208 AND 209.  REPAIRED PER BOEING SRM."
96080800279,7/23/1996 0:00:00,SWAA,59SW,21811,BOEING,737,BS 987.5,CORRODED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND FLOOR BEAM CORRODED AT BS 987,5, LBL 40, WL 208 AT RBL 40, WL 208.  REPAIRED PER BOEINGSRM."
96080800280,7/23/1996 0:00:00,SWAA,59SW,21811,BOEING,737,BS 318,DENTED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND FUSELAGE SKIN DENTED AT BS 318, BETWEEN S2L AND S3L.  REPAIRED PER BOEING SRM."
96080800281,7/23/1996 0:00:00,SWAA,59SW,21811,BOEING,737,FUSELAGE,CRACKED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND STRINGERS CRACKED AT S16 AT WING ICE LIGHT CUTOUT.  REPAIRED PER BOEING SRM."
96080800282,7/23/1996 0:00:00,SWAA,59SW,21811,BOEING,737,BS 359,CRACKED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND STRINGER END SPLICE CRACKED AT BS 359, S14L, UPPER AND LOWER FASTENER HOLES.  REPLACED PER BOEING SRM."
96080800283,7/23/1996 0:00:00,SWAA,59SW,21811,BOEING,737,BS 303.9,CRACKED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND FRAME WEB CRACKED AT BS 303.9, JUST BELOW S16L.  REPLACED WEB PER BOEING SRM."
96080800284,7/23/1996 0:00:00,SWAA,59SW,21811,BOEING,737,BS 847,DAMAGE,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND FUSELAGE SKIN DAMAGE AT BS 847, RBL 12, S26 TO 25R.  INSTALLED REPAIR DOUBLER PER BOEING SRM."
96080800285,7/23/1996 0:00:00,SWAA,59SW,21811,BOEING,737,BS 1016,DENTED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND FUSELAGE SKIN DENTED AT BS 1016, BETWEEN 18 AND 19R.  INSTALLED REPAIR DOUBLER PER BOEING SRM."
96080800286,7/23/1996 0:00:00,SWAA,87SW,22903,BOEING,737,BS 328,CRACKED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED 1/2 D-CHECK, FOUND FWD GALLEY WEB UPPER ANGLE CRACKED BS 328, RBL 32.  REPAIRED PER BOEING SRM."
96080800288,7/23/1996 0:00:00,SWAA,87SW,22903,BOEING,737,BS 344,CORRODED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED 1/2 D-CHECK, FOUND FLOOR BEAM CORRODED AT BS 344, ON LOWER SURFACE OF SCREW HOLES, LBL 25 TO 38.  REPLACED T-CAP PER BOEING SRM."
96080800289,7/23/1996 0:00:00,SWAA,87SW,22903,BOEING,737,BS 344,CORRODED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED 1/2 D-CHECK, FOUND FLOOR BEAM UPPER FLANGE CORRODED AT BS 344 LBL 4 TO 22.  REPLACED T-CAP PER BOEING SRM."
96080800290,7/24/1996 0:00:00,SWAA,379SW,26586,BOEING,737,CABIN,DISCHARGED,NONE,NO TEST,INSP/MAINT,"DURING SCHEDULED SERVICE CHECK, FOUND RIGHT AFT SERVICE EMERGENCY EXIT LIGHT INOP.  REPLACED BATTERY PER BOEING M/M."
96080800291,7/24/1996 0:00:00,SWAA,87SW,22903,BOEING,737,BS 294,CORRODED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED 1/2 D-CHECK, FOUND FLOOR BEAM UPPER FLANGE SCREW HOLE CORROSION AT BS 294, LBL 25.  REPLACED T-CAP PERBOEING SRM AND TI 253-008."
96080800292,7/24/1996 0:00:00,SWAA,92SW,22964,BOEING,737,BS 639,CRACKED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED B-CHECK, FOUND BELTFRAME CRACKED AT BS 639 AND S17R.  REPAIRED PER BOEING SRM."
96080800293,7/24/1996 0:00:00,SWAA,59SW,221811,BOEING,737,BS 907,CORRODED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND STRINGER SPLICE CORROSION AT BS 907, RBL 5.5, WL 165.  REPLACED CORRODED SECTION PER BOEING SRM."
96080800294,7/24/1996 0:00:00,SWAA,59SW,221811,BOEING,737,BS 1138,CORRODED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND FUSE RT HORIZONTAL STRAPS CRACKED AT BS 1138, S12L AND 12R.  REPLACED PER BOEING SRM."
96080800295,7/24/1996 0:00:00,SWAA,59SW,221811,BOEING,737,BS 1138,CORRODED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND FUSE LT HORZIZONTAL STRAP CRACKED AT BS 1138, S5.  REPLACED PER BOEING SRM."
96080800296,7/24/1996 0:00:00,SWAA,59SW,221811,BOEING,737,BS 787,DAMAGED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND STRINGER DAMAGE AT BS 787, S16R.  REPAIRED PER BOEING SRM."
96080800350,7/9/1996 0:00:00,USAA,422US,23989,BOEING,737,NR 2 ENG,MALFUNCTIONED,ENGINE SHUTDOWN,FALSE WARNING,CRUISE,"CLT - FL 2127 - AT CRUISE, PRIOR TO DESCENT, THE NR 2 ENG OILPRESSURE INDICATED ZERO.  ALL OTHER INDICATIONS WERE NORMAL.  THE NR 2 ENGOIL PRESSURE SHOWED ZERO FOR ABOUT 60 SECONDS BEFORE IT WAS PLACED AT IDLE.THREE MINUTES LATER, SHUTDOWNTHE NR 2 ENGINE FOR CAUTION REASONS.  ANEMERGENCY WAS DECLARED AND THE FLT LANDED SAFELY WITH NO FURTHER INCIDENT.TOTALSINGLE ENGINE TIME WAS TWENTY-FIVE MINUTES.  MX REPLACED THE NR 2ENGINE OIL PRESSURE SWITCH AND OIL PRESSURE TRANSMITTER.  OPS CHECK WASNORMAL.  INSPECTION OF ENGINE AFTER SHUTDOWN SHOWED NO DEFECTS.  ALL ENGPARAMETERS CHECKED NORMAL. REFERENCE USAASB96123"
96080800412,7/16/1996 0:00:00,USAA,829US,49429,DOUG,DC9,BS 1322,CORRODED,NONE,OTHER,INSP/MAINT,"PIT - DURING Q-2/C-5 CHECK, FOUND .5 INCH BY 4 INCH CORRODED AREA,STATION 1322 LONGERON 30 BELTFRAME.  SPLICED IN NEW BELTFRAME PER SRM53-14-3, CORROSION TASK NR C57-53300.  CORROSION LEVEL 1.(M)"
96080800413,7/19/1996 0:00:00,USAA,991VJ,47310,DOUG,DC9,FUSELAGE,CORRODED,NONE,OTHER,INSP/MAINT,"PIT - DURING Q-1/C-3 CHECK, FOUND CORROSION IN BELTFRAME 1 INCH WIDEBY 2 INCH LONG AT BELTFRAME 996 AT LONGERON 18 LT.CUT OUT CORRODEDBELTFRAME, INSTALLED FILLER AND DOUBLERS 7075 T6 PER SRM 53-30 FIG 14 AND53-05 FIG 93.  CORROSION TASK NR C58-53300, CORROSION LEVEL 1.(M)"
96080800414,7/17/1996 0:00:00,USAA,971VJ,47051,DOUG,DC9,BS996,CRACKED,NONE,OTHER,INSP/MAINT,"PIT - DURING AFT PRESS BULKHEAD MOD, FOUND 4 INCH LONG CRACK AT AFTPRESS BULKHEAD STATION 996 UPPER RT CORNER OF REAR PAX DOORWAY, DOUBLER5910130-11.  REPLACED UPPER HALF OF DOUBLER 5910130-11 PER EA 32891A ANDDACO DWG J060088.  (M)"
96080800415,7/18/1996 0:00:00,USAA,243US,22445,BOEING,737,BS706,CRACKED,NONE,OTHER,INSP/MAINT,"ROA - DURING BX-CHECK, VISUAL INSPECTION FOUND .75 INCH CRACKSTRINGER 18 A RIGHT SHEAR BEAM AT BS 706.  INSTALLED REPAIR KIT, REPAIREDPER EO 5393G256 PART 3 STEP 4.  (M)"
96080800416,7/15/1996 0:00:00,USAA,255AU,22797,BOEING,737,BS747,CRACKED,NONE,OTHER,INSP/MAINT,"ROA - DURING 'BX CHECK' VISUAL, CONFIRMED WITH HFEC INSPECTIONFOUND 1 INCH FUSELAGE SKIN CRACK BS 747 STRINGER 18R.  REMOVED CRACK ANDINSTALLED DOUBLER, REPAIRED PER SRM 53-30-3 FIG 6.  (M)"
96080800417,7/19/1996 0:00:00,USAA,283AU,23116,BOEING,737,BS 990,CORROSION,NONE,OTHER,INSP/MAINT,"INT - DURING Q-6 CHECK VISUAL INSPECTION, FOUND CORROSION 1 INCHBY 1 INCH FRAME STATION 990 WL 208.  INSTALLED FRAME REPAIR AND REPLACED 'Z'ANGLE, REPAIRED PER SRM 51-40-03, 51-10-2.  CORROSION TASK NR 53-107-02,CORROSION LEVEL 1.  (M)"
96080800418,7/19/1996 0:00:00,USAA,283AU,23116,BOEING,737,HORIZSTAB,DENTED,NONE,OTHER,INSP/MAINT,"INT - DURING Q-6 CHECK VISUAL INSPECTION, FOUND 1 INCH INDENTEDAREA STABILIZER SKIN STATION 111.1 APPROX 12 INCHES FORWARD OF AFT SPAR.INSTALLED DOUBLER, REPAIRED PER SRM 55-10-3.  (M)"
96080800419,7/19/1996 0:00:00,USAA,283AU,23116,BOEING,737,BS1016,CORROSION,NONE,OTHER,INSP/MAINT,"INT - DURING Q-6 CHECK VISUAL INSPECTION, FOUND 1 INCH BY 4 INCHCORRODED AREA ON TOP OF FLOOR BEAM BS 1016 LBL 16 LBL 5.  INSTALLED FLOORBEAM REPAIR, REPAIRED PER SRM 53-10-9.  CORROSION TASK NR C53-017-02,CORROSION LEVEL 1.  (M)"
96080800420,7/19/1996 0:00:00,USAA,283AU,23116,BOEING,737,BS720,CHAFFING,NONE,OTHER,INSP/MAINT,"INT - DURING Q-6 CHECK VISUAL INSPECTION, FOUND 10 INCHESCHAFFING STATION 720 RHS KEEL BEAM LOWER CORD OUTBOARD FLANGE. INSTALLEDREPAIR STRAP, REPAIRED PER EA 41322.  (M)"
96080800421,7/19/1996 0:00:00,USAA,283AU,23116,BOEING,737,BS960-967,CORROSION,NONE,OTHER,INSP/MAINT,"INT - DURING Q-6 CHECK VISUAL INSPECTION, FOUND 2 INCH BY 7 INCHCORRODED AREA AT INBOARD SIDE STRINGER BS 960-967 STRINGER 26R.  INSTALLEDSTRINGER SPLICE/REPAIR.  REPAIRED PER SRM 53-10-3 PAGE 10 FIG 1.  CORROSIONTASK NR C53-202-01, CORROSION LEVEL 1.  (M)"
96080800422,7/19/1996 0:00:00,USAA,283AU,23116,BOEING,737,BS986,CORROSION,NONE,OTHER,INSP/MAINT,"INT - DURING Q-6 CHECK VISUAL INSPECTION, FOUND CORROSION 90INCHES AT STATION 986 FLOOR BEAM UPPER CHORD.  INSTALLED NEW SECTION WITHREPAIR ANGLES AND STRAPS, REPAIRED EA 41317.  CORROSION TASK NR C53-107-02,CORROSION LEVEL 1.  (M)"
96080800423,7/19/1996 0:00:00,USAA,283AU,23116,BOEING,737,BS 917,CRACKED,NONE,OTHER,INSP/MAINT,"INT - DURING Q-6 CHECK VISUAL INSPECTION, FOUND CRACK .375 INCHSTATION 917 BETWEEN STRINGERS 21L AND 22L SKIN.  INSTALLED DOUBLER, REPAIREDPER SRM 53-30-3.  (M)"
96080800424,7/19/1996 0:00:00,USAA,283AU,23116,BOEING,737,AFT PRESSBLKHD,SCRATCH,NONE,OTHER,INSP/MAINT,"INT - DURING Q-6 CHECK VISUAL INSPECTION, FOUND .75 INCH SCRATCHAFT PRESSURE BULKHEAD SKIN 5 O'CLOCK POSITION.  INSTALLED DOUBLER, REPAIREDPER SRM 53-10-4 FIG 3.  (M)"
96080800425,7/19/1996 0:00:00,USAA,283AU,23116,BOEING,737,HORIZ STAB,GOUGES,NONE,OTHER,INSP/MAINT,"INT - DURING Q-6 CHECK VISUAL INSPECTION, FOUND TWO GOUGES 1 INCHAND .625 INCH SKIN STABILIZER STATION 226 15 INCHES AND 20 INCHES AFT OFFRONT SPAR.  INSTALLED DOUBLER, REPAIRED PER SRM 55-10-3.(M)"
96080800426,7/19/1996 0:00:00,USAA,283AU,23116,BOEING,737,HORIZ STAB,GOUGED,NONE,OTHER,INSP/MAINT,"INT - DURING Q-6 CHECK VISUAL INSPECTION FOUND TWO GOUGES .75INCH AND .625 INCH SKIN STABILIZER STATION 92.7 APPROXIMATELY 17 INCHES FROMAFT SPAR.  INSTALLED DOUBLER, REPAIRED PER SRM 55-10-3.(M)"
96080800427,7/19/1996 0:00:00,USAA,283AU,23116,BOEING,737,BS 360,CORROSION,NONE,OTHER,INSP/MAINT,"INT - DURING Q-6 CHECK VISUAL INSPECTION, FOUND 1 INCH BY 2 INCHCORRODED AREA FLOOR BEAM BS 360 RBL 54.  INSTALLED REPAIR ANGLE, REPAIREDPER TR 53-10-05 C.  CORROSION TASK NR C53-107-02, CORROSION LEVEL 1.(M)"
96080800428,7/19/1996 0:00:00,USAA,283AU,23116,BOEING,737,BS328,CORROSION,NONE,OTHER,INSP/MAINT,"INT - DURING Q-6 CHECK VISUAL INSPECTION, FOUND SEVERAL 1 INCH BY1 INCH CORRODED AREAS ON FLOOR BEAM BS 328 RBL 12 INCHTO RBL 45 INCH.INSTALLED NEW T-CAP WITH REPAIR ANGLES, REPAIRED PER TR 53-10-13.  CORROSIONTASK NR C53-107-02, CORROSION LEVEL 1.  (M)"
96080800429,7/19/1996 0:00:00,USAA,283AU,23116,BOEING,737,BS 967,CORROSION,NONE,OTHER,INSP/MAINT,"INT - DURING Q-6 CHECK VISUAL INSPECTION, FOUND 1 INCH CORRODEDAREAS FLOOR BEAM BS 967.  INSTALLED DOUBLER REPAIRED PERSRM 53-10-9.CORROSION TASK NR C53-107-02, CORROSION LEVEL 1 (M)"
